F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
192.9,UK,50.01,20.16,190.08,163.06,2408.91,1.76,13.9,2,3268.92,Very low,8.08,157.91,2,23.66,1893.3
728.31,Europe,57.81,26.94,117.82,94.54,-702.9,-0.62,11.72,6,13632.9,Very high,13.91,0.04,3,3.68,2156.31
-1455.27,USA,75.9,2.07,163,205.62,1759.41,-2.05,7,6,14356.78,High,12.29,0,5,10.94,3376.78
1610.19,Europe,100.56,11.43,166,133.58,1213.89,-1.41,6.48,14,8023.42,High,8.21,0.05,5,-8.98,203.69
-525.18,Europe,65.7,9.93,107.59,230.34,569.82,-4.18,9,10,14975.52,High,13.27,49.06,3,-50.84,1978.29
-104.07,USA,88.41,16.98,169.8,138.88,305.97,-6.37,12.54,6,9219.38,Medium,14.71,13.01,2,69.82,768.95
1342.71,UK,59.07,5.91,205.2,259.04,3041.7,-6.18,7.56,2,2120,Very low,9.82,0.08,7,56.84,1192.01
2506.32,Rest,55.05,22.59,161.22,237.18,549.45,-7.17,6.52,8,6336.16,Very low,7.11,0,8,67.04,57.91
-891.63,UK,62.94,18.66,196.1,188.52,1799.88,-6.78,13.82,6,8817.82,Low,9.59,67.31,4,21.8,2093.67
1406.1,Rest,69.6,8.16,159.56,241.1,2513.34,-4.17,6.42,8,-2225.52,Low,12.1,0.13,2,-72.32,515.16
1471.5,Rest,69.81,16.59,261.67,265.18,-500.01,-6.39,4.9,4,23893.16,Very high,11.72,1359.79,6,-15.82,464.44
-47.22,Europe,88.5,14.04,183.65,219.04,402.12,-11.7,6.58,10,2872.06,Very low,9.64,0.46,5,43.8,0
-748.5,USA,62.97,12.33,205.75,250.38,2240.82,-6.77,15.36,6,6109.78,Very low,10.5,0.12,3,-111.1,3786.86
1471.2,Europe,47.61,13.17,181.42,338.02,1480.14,-0.31,2,10,11264.16,Very high,8.75,2.83,5,23.34,376.83
-243.48,Europe,67.56,13.26,161.18,232.4,604.2,-4.18,4.94,6,8152.7,Very low,9.3,0.28,5,-71.64,2022.55
1357.65,Europe,64.2,4.68,167.95,213.36,2247.84,-6.65,12.24,12,3707.48,Very low,10.52,0.09,6,-3.62,964.26
1527.84,Rest,59.91,14.61,156.54,214.9,2099.64,2.42,5.68,6,27152.7,Low,10.76,8.51,7,42.2,459.48
122.76,UK,39.21,10.98,310.88,161.94,1113.75,-10.33,12.32,10,25647.08,Low,7.6,24.35,5,120.96,94.92
1164.96,USA,55.71,1.35,192.78,245.52,898.2,-1.46,8.14,14,9893.36,Low,8.24,0.92,4,50.96,0
1123.5,UK,55.95,4.47,132.65,146.76,1553.46,-7.05,4.32,12,14020.98,High,16.97,1.34,6,11.22,360
-400.2,USA,61.98,13.35,164.34,228.48,4347.66,-0.86,19.24,10,9247.58,Medium,11.23,123.17,4,32.08,3787.65
1293.51,Europe,60.66,12.63,97.73,150.36,1160.46,0.63,19.36,10,4803.48,High,11.82,290.13,6,-73.08,2872.69
-12.42,Rest,64.74,1.08,206.59,283.4,-565.41,-4.02,1.34,12,13201.06,Very low,4.88,8.14,7,37.38,0
-102.42,Rest,55.83,12.18,198.92,183.64,-119.82,-2.53,2.7,6,7149.36,Very low,15.64,0,5,125.32,0
632.94,Europe,59.13,15.39,108.56,256.28,1447.71,-4.39,1.92,6,28138.52,Very low,10.53,0.11,6,84.58,0
-681.75,Rest,69.12,17.55,135.7,244.96,335.13,-1.94,9.98,6,19364.82,Very low,9.33,0,1,69.78,93.74
-1535.97,USA,60,1.5,167.09,204.78,797.79,-3.61,2.22,6,6600.24,Low,13.33,0.39,4,71.3,0
1251.03,Rest,63.18,19.65,168.47,278.1,1463.94,2.64,12.68,10,1701.8,Very high,6.98,1.08,3,81.18,417.29
817.32,UK,61.68,25.26,181.19,236.32,1543.89,-5.83,9.94,12,16361.2,Medium,13.03,58.58,7,-60.56,2288.95
878.94,Rest,48.18,7.65,139.1,122.92,600.06,-3.63,17.84,8,8185.52,Low,14.93,8.86,6,8.38,578.59
70.8,UK,57.57,4.02,152.53,251.16,822,-2.02,1.84,10,10291.2,Low,13.99,0,5,-6.68,45.65
227.49,Rest,71.52,20.64,111.8,262.08,1617.21,-10.48,4.86,12,12390.86,Very high,5.7,0.07,0,84.1,70.56
3031.8,Europe,62.16,9.69,154.69,275.86,936.36,-8.18,2.3,6,19068.7,Very high,10.3,0.58,4,38.68,0
-644.52,USA,58.17,27.21,147.47,227.28,506.52,-5.82,1.14,6,17207.86,High,17.56,0.07,5,-38.1,3603.49
290.79,UK,79.35,1.74,171.47,167.36,377.88,-4.14,7.42,6,8755.48,Medium,10.87,0.26,3,81.04,0
491.76,Rest,51.42,12.18,102.56,310.04,942.12,-5.42,0.96,8,8416.86,Very low,13.11,0.01,3,1.84,0
980.52,Rest,61.56,4.26,90.68,325.6,-58.02,3.66,5.96,8,4861.8,Medium,9.33,1.25,2,-38.2,0
992.97,USA,60.36,4.2,234,280.34,829.38,-1.16,3.2,12,2296,Low,16.42,2.32,6,38.38,0
1456.05,USA,63.99,20.79,152.84,191.4,1477.8,-5.86,17.1,16,14576.36,Very low,7.82,12.6,5,111.22,31.81
-236.91,USA,59.25,5.34,159.73,304.2,1159.26,-1.47,2.58,12,7788.52,Very high,8.46,3.38,6,63.66,221.25
-319.89,Europe,60.21,17.22,126.76,230.1,1396.41,-8.8,11.54,6,5233.34,Very high,5.65,0.56,3,-13.36,2817.77
249.54,USA,48.21,14.19,166.8,333.46,1269.66,-9.01,19.5,10,12000.08,Low,10.07,0.19,6,66.92,2929.19
327.03,USA,62.1,19.53,165.04,242.3,959.52,-5.42,8.38,8,19006.98,Low,13.44,0.19,1,20.48,549.25
-412.41,USA,60.69,16.26,164.17,267.12,1624.35,-4.88,6.34,6,-12815.44,High,13.89,0.09,9,-1.42,3760.66
-225.66,Europe,64.83,4.02,169.39,192.5,130.23,-7.41,4.42,12,-6769.78,Very low,13.46,0,8,-137.16,1909.21
-189.33,Rest,60.39,26.94,123.28,269.42,663.93,-1.02,13.16,14,7858.86,Medium,12.55,0,4,89.94,375.16
436.92,Europe,56.64,23.4,175.61,199.94,1155,3.56,3.36,10,10564.54,High,8.05,0.02,4,41,1058.94
384.15,UK,57.96,18.21,179.29,238.44,1670.7,-6.95,6.12,6,9328.24,Very low,14.04,0.14,3,-65.92,1506.1
417.87,Rest,64.44,1.38,134.98,215.84,606.45,-2.67,4.32,12,-8936.26,Medium,11.79,33.56,1,63.38,0
-411.66,USA,60.12,7.35,159.93,340.46,1561.05,-3.05,0.66,8,25556.26,High,8.62,1.78,5,-79.7,3256.3
2181.12,Rest,59.58,13.53,192.22,289.72,855.66,-3.5,12.34,10,18094.98,High,6.69,0.01,5,-59.86,718.86
712.92,Rest,53.67,16.47,36.9,239.2,467.34,-4.93,9.22,8,12926.22,Medium,10.84,22.55,3,21.16,236.97
-181.92,Rest,47.76,2.94,180.99,304.94,940.44,-9.37,3.2,6,13062.94,Low,7.93,0.08,3,-66.38,322.29
666.72,Europe,61.02,22.02,166.63,290.66,2335.65,-5.45,7.16,12,4618.82,Very high,11.94,14.41,4,109.84,1122.22
1621.11,USA,81.3,25.98,145.48,269.6,1962.3,-1.61,1.7,14,-7991.3,Very high,10.87,0.02,5,-41.46,2992.94
-736.89,Europe,57.78,13.2,94.7,301.78,1257.54,0.33,1.36,2,7767.4,Very low,9.33,0.15,6,-99.38,2770.82
-364.38,USA,47.46,9.72,183.52,243.22,786.48,-6.8,9.66,6,8894.6,Very low,9.2,1.21,4,7.16,1290.43
-297.48,USA,54.66,52.83,139.32,187.72,2384.07,-5.02,7.78,6,13467.4,Medium,12.87,3.59,3,159.26,3655.07
667.47,USA,62.76,15.27,275.33,257.24,2058.66,-1.87,1.76,8,20405.68,Very low,14.68,74.73,5,-64.7,2428.75
833.55,Rest,55.71,18.12,212.58,306.46,1343.61,-10.39,9.78,8,19855.12,Very low,13.65,0.85,4,5.08,423.69
592.71,Rest,34.2,7.08,150.17,239.34,747.51,-5.13,12.16,2,15970.96,Very high,10.52,6.1,4,1.38,895.12
1360.02,Europe,46.86,8.19,183.92,239.88,2140.56,-1.83,6.98,6,17956.22,Very low,12.61,0.04,5,-0.98,997.13
-1774.35,UK,62.43,24.72,187.82,288.68,1663.5,-4.51,3.44,16,15227.52,Low,12.68,0.27,4,46.96,869.92
70.83,USA,34.2,6.9,202.98,194.78,2113.92,-4.12,16.68,4,13764.7,Very high,11.79,1.93,3,50.78,3597.14
-894.93,USA,53.01,14.82,148.01,174.18,1389.06,-7.55,20.3,2,580.94,Very low,9.06,0.81,2,-1.48,3727.63
1340.16,Europe,109.71,6.42,123.99,135.96,1210.98,-4.61,9.62,12,7734.74,Medium,5.3,0.43,4,-58.18,939.24
2023.23,Rest,80.61,12.51,188.77,188.04,862.11,-2.8,2.9,8,19187.24,Low,11.14,0.01,2,-13.82,0
885.42,UK,59.07,5.13,155.11,223.24,-466.98,-4.76,11.14,6,-2194.96,Very low,13.53,0.77,3,-27.38,0
1294.74,UK,48.87,5.46,191.77,243.58,2007.51,-1.8,8.38,6,8307.3,Low,11.8,0.96,2,-54.46,908.92
2295.84,Europe,75.69,7.23,195.76,204.6,2060.07,-3.76,6.82,8,7410.48,Very low,11.1,0.11,6,57.8,0
-653.91,UK,48.69,12.15,139.89,287.46,1928.04,-5.93,6.2,14,4323.38,High,7.11,1,8,54.88,1296.1
1718.88,Europe,57.93,1.86,209.19,197.32,-1406.97,-7.75,13.32,16,11720.38,Very low,8.53,0,3,9.6,0
-667.89,Europe,70.65,7.65,205.73,223.56,-325.98,-5.63,5.82,4,9830.2,Medium,9.33,0.08,2,33.78,0
-331.26,Europe,66.69,9.63,178.74,239.16,1868.01,-6.84,9.8,0,7927.72,Low,10.86,0.05,5,76.44,2238.1
1275.51,Rest,46.35,23.25,178.1,193.98,1.53,-2.83,3.48,4,-571.2,Very low,8.03,0.62,5,-14.04,262.57
113.61,Rest,80.31,1.53,157.74,167.12,1497.9,-6.52,1.32,8,8227.76,High,13.58,0.03,3,37.12,16.87
388.02,USA,104.07,3.48,64.94,289.88,181.8,-2.81,4.86,8,9539.18,Low,18.02,0.47,9,-30.28,1163.87
-166.14,USA,63.12,6.45,126.6,205.24,-221.67,-2.86,7.2,4,12084.86,Very low,5.88,1.26,6,71.9,0
486.69,Europe,62.49,17.4,185.76,221.88,921.18,-8.06,14.36,4,-3318.24,Low,7.35,5.48,3,-3.82,2343.38
1448.88,Europe,56.13,14.19,199.63,192.12,180.21,-8.12,4.76,2,25003.68,Very high,8.07,2.56,4,46.32,419.79
-1305.63,UK,57.15,21.27,186.81,232.02,1809.06,-2.7,3.42,10,20749.26,Very high,5.61,0.13,8,3.94,2551.35
1713.24,UK,38.4,5.4,89.27,132.8,256.47,-0.96,11.38,4,10397.42,Low,7.35,2.07,3,45.48,0
2422.26,USA,43.98,1.44,95.97,317.48,1203.06,-2.19,16.06,12,10321.2,Very high,10.8,5.12,3,40.02,41.6
1412.19,UK,61.05,12,148.71,139.76,2323.23,-6.14,12.66,10,8026.88,Medium,12.47,0,6,63.88,1096.39
1153.74,USA,60.72,5.37,167.1,311.6,2688.06,-7.79,1.22,8,15601.56,Medium,11.4,1.34,5,34.78,386.66
1565.4,Europe,55.83,5.55,204.56,259.64,1091.13,-7.53,2.4,4,29798.44,Low,15.97,0.14,5,102.82,0
-639,USA,68.28,19.8,90.15,211.36,1364.73,-4.36,4.8,12,26428.48,Very high,18.95,0.69,4,70.38,1648.66
1254.84,Rest,66.6,16.98,155.91,171.24,2398.8,-5.36,11.08,10,6779.28,Medium,10.03,63.63,1,50.52,271.65
362.73,USA,54,15.57,74.48,185.34,1512.87,-3,2.16,6,-8090.54,Medium,11.61,2.48,5,117.62,100.51
1590.09,Rest,69.18,7.83,131.74,104.34,241.59,-6.93,7.92,16,5290.6,Very low,16.01,5.88,6,17.3,0
409.89,Rest,57.06,20.13,121.58,190.48,1523.34,-13.67,20.2,8,-6634.5,Low,10.84,416.89,3,-7.08,1222.75
2724.48,USA,60.18,19.89,166.26,197.8,1519.32,-4.49,8.44,2,8208.08,Low,8.89,0.14,4,-102.26,3554.53
575.55,Europe,65.79,13.68,172.4,241.48,1175.94,-3.29,22.26,4,7413.16,Very low,9.95,28.33,4,67.4,2175.35
-1226.46,Rest,32.43,6.84,103.55,180.42,196.95,-5.5,1.74,6,4953.08,Very high,6.12,13.61,3,1.24,336.31
-135.36,Europe,56.19,13.86,159.65,271.24,2107.5,-5.86,14.78,8,-4286.3,Medium,15.14,1.48,3,34.86,2452.13
-162.57,USA,58.89,1.71,173.05,193.9,1103.61,-8.24,3.32,4,45487.66,Very high,7.4,125.48,4,74.18,305.34
1011.9,USA,57.03,14.88,162.82,221.92,475.56,-0.79,11.08,4,18871.24,Very low,12.9,0,5,5.06,1679.11
855.42,USA,62.94,10.41,228.31,261.28,1697.4,-6.47,0.86,6,10526.84,Low,14.87,1.22,7,93.86,33.15
1624.23,UK,38.34,18.09,87.11,69.3,1093.17,-1.41,7.84,4,8584.98,Low,9.53,0.34,3,65.62,255.84
1508.67,Rest,51.03,8.67,191.64,254.72,847.95,-2.9,2.72,14,8009.32,Very high,9.17,1.35,5,114.4,0
154.98,USA,76.38,12.33,162.52,284.8,1991.37,-4.5,13.46,18,-4260.94,High,8.25,1.32,4,-26.8,2952.31
273.54,USA,50.52,23.58,164.01,288.42,-101.4,-5.23,6.34,10,36631.64,Medium,13.55,617.59,2,-48.24,1248.21
2894.25,Europe,54.51,21.66,191.36,216.56,1431.18,-1.42,7.64,6,7076.84,Very high,10.24,0.58,3,144.72,0
289.71,Rest,67.32,1.95,147.35,251.22,1284.69,-4.18,2.58,10,7374.22,High,10.89,5.3,4,-13.24,148.1
-668.97,Europe,74.01,11.88,279.12,138.9,1871.28,-3.29,3.04,2,10187.48,Low,10.21,0.06,2,-39.76,2336.02
1375.44,Europe,60,31.41,109.48,176.84,1164.87,-6.9,6.76,16,34790.86,Very low,10.72,0.71,6,-83.14,2173.32
-361.59,UK,65.64,21.72,98.43,297.64,3404.37,-0.18,7.44,4,11598.28,Medium,11.17,1.34,2,12.82,2370.53
-15.18,Europe,46.2,4.95,226.6,206.4,2327.28,-5.95,3.66,2,-1057.84,Low,13.46,56.78,2,-20.74,1602.1
544.89,USA,52.17,10.29,185.21,198.7,803.76,-4.45,6.5,4,-9115.52,Medium,13.01,6.27,6,38.38,1398.09
-1000.92,USA,63.75,7.02,175.01,255.02,2056.47,-2.61,2.6,12,8105.1,Medium,4.79,545.33,1,-4.84,392.95
694.95,USA,51.99,9.03,138.48,278.3,1254.78,-0.29,0.84,6,5066.52,High,10.08,9.93,4,140.62,0
83.37,Rest,61.47,6.93,165.4,207.54,-146.91,0.31,6.36,14,-6978.24,Very low,11.83,1.92,0,40.84,0
1200.09,Europe,72.69,7.02,110.51,213.34,1305.9,0.66,6.78,10,7105.82,Low,12.35,2.14,5,51.52,0
338.76,USA,60.27,1.65,195.64,315.06,1631.79,-11.94,11.54,8,11594.8,Low,2.69,1.16,4,131.1,0
1955.22,USA,74.25,9,169.54,176.68,2258.91,-3.18,2.38,0,7406.26,Very low,7.72,169.14,6,63.14,319.32
303.69,USA,61.41,4.92,190.01,283.94,1434.66,-3.24,6.72,8,36291.08,Medium,10.41,1.22,1,55.16,0
820.56,Europe,71.73,2.43,224.35,391.84,809.13,-5.53,9.72,6,-10853.74,Medium,10.69,3.28,7,56.54,385.39
1462.05,UK,77.4,22.59,213.59,270.96,564.48,-3.88,3.68,6,21961.76,Very high,10.83,0.02,4,-24.9,1272.34
1707,USA,63.78,4.77,231.62,240.56,975.99,-6.15,9.28,4,9076.9,Medium,10.07,0.71,5,71.36,86.56
406.29,UK,74.25,18.93,175.04,233.78,868.86,1.47,1.58,8,7660.84,Very low,10.04,0.05,3,-9.04,261.47
1031.88,Europe,50.46,4.71,161.74,175.4,1108.05,-0.78,5.7,16,4721.64,High,13.95,0.01,2,35.12,0
317.4,UK,56.4,10.5,205.74,217.8,2092.02,-3.5,5.42,10,7047.32,High,12.57,0,3,-3.74,1050.07
242.4,Rest,68.04,8.91,142.55,266.44,-340.14,-1.74,3.96,2,15257.08,Medium,8.63,5.28,5,32.78,133.26
146.1,UK,81.69,15.63,184.13,212.22,1823.76,-0.57,9.78,10,12399.3,Medium,11.91,11.16,6,52.76,1266.99
900.03,Rest,98.22,5.97,153.4,272.8,1352.85,-1.73,4.78,20,16482.88,High,4.27,0.04,3,103.46,0
1279.41,UK,87.48,9.12,129.7,257.54,961.38,-4.06,8.06,10,36526.5,High,5.95,0.21,3,11.7,291.94
23.85,USA,64.44,1.89,113.88,202.86,2080.74,-5.77,0.6,10,8716.44,Low,12.42,0,5,-74.08,1611.64
146.55,Europe,60.6,22.86,129.86,207.72,802.95,-3.46,15.86,8,-3836.52,Very low,15,7.78,6,29.34,2418.52
475.05,UK,85.74,30.09,118.12,207.32,425.49,-10.53,10.24,6,21006.02,Very high,10.27,1.83,4,17.42,1949.75
1532.49,UK,64.77,23.13,168.31,237.52,1277.58,-4.41,4,8,9777.4,Low,10.99,0.79,5,51.4,378.76
741.24,UK,66.03,3.45,223.5,373.22,2299.23,-5.66,12.54,14,-11062.26,Medium,12.8,21.53,4,-0.64,804.32
558.66,Europe,72.51,7.71,154.14,307.18,-214.95,-3.48,7.7,8,10999.52,High,16.29,4.66,2,-7.74,0
1629.18,USA,84.15,15.48,187.62,107.6,1669.11,-4.01,4.78,8,15096.66,Very low,11.1,4.31,5,87.98,0
1064.04,Europe,52.05,48.63,153.13,268.52,191.76,-3.99,8.2,6,8276.96,Very low,17.99,0.07,2,79.18,1115.28
403.74,UK,65.16,9.27,255.09,265.7,810.21,-7.38,11.34,10,12999.16,High,14.37,0.03,4,-9.76,1082.86
2034.48,UK,66.9,3.21,184.63,272.5,930.9,-7.39,7.78,6,29971.06,High,15.07,0.1,9,30.9,772.23
1236.51,UK,57.63,2.58,165.15,291.02,1552.38,-4.58,8.68,8,9680.46,Low,12.99,0.04,5,28.4,255.35
1945.56,Europe,62.34,3.18,176.35,184.78,658.62,-10.03,14.5,8,6115.2,Low,9.23,0.06,3,15.94,0
-409.71,Rest,62.37,4.8,170.24,141.82,562.86,3.94,17.44,8,7004.12,Very low,9.64,66.54,4,-16.12,552.63
233.97,Europe,60.69,5.91,166.53,319.96,1268.82,-3.21,1.06,12,10683.8,Very high,11.07,0.06,5,-33.52,971.15
97.77,Rest,59.7,30.42,152.51,266.58,1304.31,0.33,1.86,6,6679.14,Low,12.61,5.44,5,71.64,457.97
562.2,UK,80.94,11.25,185.13,229.72,-224.4,-1.07,3.02,2,3718.86,Very low,7.6,1.26,4,96.48,0
808.65,UK,58.47,2.19,150.28,243.06,923.13,-6.27,10.6,10,3992.32,High,14.05,24.43,4,75.34,0
1748.73,UK,69.99,1.14,150.24,157.22,279.87,-8.57,8.72,10,9460.02,Very high,6.57,1.27,5,39.7,0
976.53,USA,61.71,17.46,161.76,236.46,1217.52,-2.79,4.02,8,22129.44,Low,12.15,23.83,0,86.74,0
1267.62,USA,79.8,6,135.84,280.28,1072.2,-3.88,11.08,20,6954.52,Very high,11.7,0.14,3,45.88,0
1570.11,USA,42.03,7.17,109.86,201.46,83.88,-0.56,2.68,12,13622.1,Very low,12.96,19.55,4,-5.88,0
1794.69,USA,62.85,10.71,175.61,156.32,1104.21,-3.09,12.5,8,11731.44,High,6,0.87,6,87.18,616.01
205.05,Rest,61.47,13.89,131.99,199.32,1469.01,-7.68,10.26,6,16136,Very low,8.89,25.87,3,16.16,419.97
1763.61,Rest,66.51,13.02,140.32,250.94,-402.57,-6.45,8.48,8,7754.6,Medium,9.13,2.88,6,-16.96,184.2
564.78,UK,60.87,9.09,160.94,86.36,2981.52,-3.28,4.88,4,12563.74,Medium,7.77,1.36,3,22.52,1248.35
-429.66,Europe,60.54,5.37,144.1,255.2,1179.3,-10.39,24.1,6,23317.24,Low,8.76,0.08,4,-53.1,2902.33
923.79,USA,60.81,6.96,171.06,288.22,583.5,-7.45,2.98,10,10239.66,Medium,9.97,0.15,5,21.54,0
348.18,UK,67.56,8.67,231.26,259.6,1088.07,-1.75,10.08,4,11443.44,Very low,9.77,0.03,4,64.56,396.72
137.55,UK,58.98,7.8,205.65,298.14,1556.61,-8.19,7.5,12,14918.78,Low,6.67,0.12,3,9.78,289.89
1319.91,Rest,63.36,14.01,157.22,149.66,358.86,0.41,19.12,8,1630.06,Very high,8.14,17.38,6,-28.26,1281.85
1560.45,USA,62.61,1.89,229.92,201.6,762.78,-0.25,7.58,8,10544.78,High,13.54,6.99,6,66.62,0
2076.21,Rest,79.77,2.37,182.16,260.62,1886.46,-6.9,13.5,10,-5554.88,Very high,8.11,0.29,1,33.24,109.19
-622.14,USA,67.2,2.94,93.25,215.2,1018.2,-3.6,12.02,4,2333.74,Very high,11.32,3.04,2,47.18,2176.51
-309.33,Europe,68.58,5.49,67.6,288.18,2529,-1.67,8.18,10,9613.38,Low,3.32,6.59,5,38.96,1332.4
1080.36,UK,55.44,4.83,159.42,178.18,-144.33,-3.14,9.24,10,7525.32,High,12.55,14.1,2,118.82,0
551.58,USA,67.29,20.67,167.15,270.24,1340.43,-8.73,7.08,0,7058.22,Medium,13.02,109.14,5,-20.76,3691.87
1760.97,Rest,61.23,17.64,149.4,220.3,1287.09,-4.92,2.58,4,6367.68,Very high,7.06,1.55,2,35.84,225.58
1345.14,UK,27.18,18.6,169.59,231.24,1581.87,-11.17,6.26,10,29338.48,Very high,10.68,7.32,7,-2.5,1626.28
-1334.46,Rest,68.16,12.96,134.65,277.48,2569.71,-8.34,15.36,6,11334.4,Low,3.34,1.59,4,17.1,1569.48
-1155.69,UK,66.72,8.25,148.09,158,1855.29,-7.77,6.74,6,19289.22,High,10.68,0.02,4,15.84,1685.51
600.81,UK,47.46,9.33,94.47,229.18,-629.19,-7.89,4.54,4,11792.04,Very high,7.79,0.11,2,86.58,0
783.39,Rest,50.37,13.62,170.13,218.14,553.5,-5.15,3.66,14,7278.88,High,9.25,0.31,6,-38.04,306.95
1521.24,UK,56.16,17.88,182.08,183.42,989.37,-8.91,11.44,4,8997.72,Low,12.63,2.86,2,24.48,688.71
-1048.56,USA,61.53,6.03,201.91,210.6,2109.84,-3.16,0.08,12,7120.2,High,9.92,0.02,3,-39.62,1929.85
1571.37,Rest,95.22,12.51,156.34,163.98,906.48,-3.61,5.62,8,8711.52,Low,10.23,0.37,3,-129,541.39
617.16,USA,56.67,2.34,140.42,256.3,396.78,-6.98,1.26,8,6193.06,High,13.16,2.2,4,5.12,0
970.74,Europe,92.43,22.02,173.44,245.36,985.56,-5.32,1.04,8,10822.02,Low,3.02,0.1,6,30.44,350.89
220.56,Rest,51.75,1.83,209.34,132.32,2323.62,1.94,15.12,8,263.88,Very high,14.46,0.01,4,-6.76,1188.84
-215.67,USA,66,5.55,158.29,404.58,1296.54,-8.75,20.78,6,9446.68,Very low,8.46,0.35,4,81.66,1862.98
1575.78,Europe,71.37,5.46,121.79,109.5,559.23,-5.76,2.22,12,9917.42,High,9.2,0.2,5,-42.88,0
595.5,USA,59.07,9.63,172.05,204.28,2075.94,-2.95,2.02,6,-25313.88,Low,13.22,288.14,7,-2.82,2148.72
1579.68,UK,58.08,11.73,119.56,226.34,2906.46,-2.85,2.06,8,10411.16,Very low,13.74,0.14,4,-22.26,675.89
-568.41,USA,74.1,0.99,109.05,225.1,1843.44,-3.9,8.6,6,9256.16,Very high,13.43,3.52,3,-38.92,3465.82
963.48,UK,51.15,0.99,231.29,152.78,1293.27,-1.36,13.48,10,15852.74,Low,5.72,1336.49,4,83.12,0
1018.11,UK,59.55,6.81,97.72,250.8,875.58,-4.25,7.06,8,7889.6,High,11.13,0.02,5,75.64,85.51
-571.71,Europe,59.88,3.78,162.43,221.6,1681.95,-7.9,9.54,4,12088.04,Medium,8.17,57.19,4,75.74,1220.29
484.59,USA,61.32,5.7,164.03,284.84,-66.33,-7.59,6.56,12,9593.3,Very high,9.2,0.12,3,-49.22,400.18
-1130.85,Rest,71.7,11.61,114.69,201.38,547.62,-1.38,5.4,10,12740.24,Very high,7.18,6.31,7,76.88,461.1
1426.74,USA,39.18,6.36,165.08,258.7,586.62,-0.48,1.34,14,11111.84,Medium,6.07,0.05,7,50.78,0
910.98,Europe,64.11,5.34,185.21,287.1,1274.1,-2.37,12.98,10,976.88,Medium,7.83,3.01,5,2.1,1257.68
1229.16,UK,75.15,2.73,166.29,233.18,1960.92,-1.37,12.44,10,30106.3,Medium,13.57,3.39,4,29.86,546.57
629.94,Rest,62.19,8.25,174.68,206.94,300.36,-3.64,13.92,6,2923.18,Medium,17.97,198.12,8,89.58,355.64
-1144.17,Europe,61.92,4.14,168.21,399.34,-1766.25,-3.79,12.4,6,16987.56,Low,11.67,0.22,8,-15.36,1364.19
-83.43,Rest,58.2,5.13,191.81,245.3,711.63,-2.89,9.06,6,1367.74,Very high,5.73,0.09,2,7.26,425.35
2199.78,Rest,64.35,9.42,149.96,315.98,575.28,-4.6,10.48,2,14076.38,Low,16.29,2.12,2,-30.06,214.38
1037.07,UK,57.75,13.59,187.17,23.96,991.17,-2.18,5.6,6,8538.18,High,10.56,14.56,1,37.36,166.79
199.11,USA,38.16,3.9,272.17,300.64,-365.25,-6.76,8,10,398.46,Very high,9.26,1.1,6,57.54,51.91
388.08,Europe,84.54,16.62,137.1,117.32,2391.03,-4.31,8.32,10,4098.86,Medium,9.78,15.66,5,-77.16,2830.23
286.77,USA,52.53,19.68,127.38,282.1,2447.1,-0.41,1.16,6,4382.18,Medium,11.68,74.88,6,43.64,2847.75
1322.28,UK,48.84,10.65,123.04,230.76,1429.53,-8.72,8.36,6,5056.6,Low,11.34,1.35,6,115.96,47.55
320.1,Europe,82.29,24.78,128.75,196.84,684.66,4.87,2.82,6,7734.94,High,14.26,3.01,3,-54.56,2392.69
469.02,Europe,52.71,2.64,230.31,319.3,-130.29,-3.71,14.86,8,9558.08,Very high,12.02,20.6,7,112.18,73.93
1408.44,Rest,64.08,1.83,178.2,223.02,1362.66,-8.94,13.28,16,10652.78,Low,10.33,24.98,2,94.38,0
-43.95,Rest,83.97,5.22,223.62,151.98,-330.03,-2.96,3.26,14,37789.04,High,7.32,0.01,6,2.46,0
1647.33,Europe,81.9,24.45,179.18,262.02,1136.73,-3.54,1.32,10,11622.44,Very low,9.43,464.65,3,44.98,0
-841.53,UK,62.13,13.26,209.8,178.02,1014.45,-0.86,2.36,8,9167.46,High,13.11,1.51,3,-10.08,1037.45
2586,USA,70.77,9.6,198.24,263.6,856.23,-3.32,3.38,12,8655.96,High,9.42,42.85,4,8.38,0
1006.47,USA,55.26,4.05,116.33,229.68,278.31,-5.85,3.9,2,19154.98,High,15.2,38.22,3,0.72,190.31
933.84,Rest,58.26,15.42,207.58,216.06,494.46,-2.89,1.2,6,7766.66,Medium,8.41,2.64,8,6.3,389.91
-93.48,Europe,64.2,11.61,213.24,297.5,1868.76,-7.14,3.76,8,10012.86,Very low,11.79,0.05,5,-6.84,1312.62
1040.01,UK,48.3,37.59,154.71,233.36,597.42,1.05,5.24,6,20994.48,Very high,8.07,0.05,2,67.86,1117.57
307.77,UK,50.7,19.95,167.27,206.86,2015.64,-3.78,9.98,4,1351.74,Very low,7.73,21.7,3,-17.32,1743.61
1120.17,Rest,68.4,10.23,163.19,331.5,2461.92,-1.81,12.44,8,7339.8,Low,13.63,13.5,6,-101.02,1535.38
290.1,Europe,64.59,38.16,173.16,236.76,1348.26,-2.47,2.14,6,27102.58,Low,12.66,0.13,2,52.86,1517.22
-270.6,Europe,57.15,9.51,121.99,329.9,106.83,-3.68,2.02,6,8261.56,Low,6.52,2.17,5,51.62,0
