F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-303.81,12,2,0.57,-0.22,-6.04,5.31,-20.97,-22.14,-22.28,6,-18.87,1.48,8.78,9.57,False
-471.81,-1.41,20,5.95,-1.38,0.44,2.22,-39.51,-48.14,-14.7,95,-224.87,6.3,7.43,,False
-291.81,-6.33,20,8.3,2.22,-1.94,-9.69,-46.71,-28.14,-11.52,170,-189.87,5.75,3.38,,True
-270.81,15.27,2,0.59,1.22,-7.9,8.73,-21.75,-26.14,-24.6,12,-38.87,1.53,9.02,10.05,False
-486.81,-3.9,20,7.8,-2.24,4.02,-10.26,-38.76,-28.14,-13.78,100,-14.87,12.5,3.36,,True
-411.81,-7.05,20,8.05,2.94,-1.48,-10.23,-41.76,-48.14,-14.4,190,-19.87,5.15,4.44,10.57,True
-321.81,-1.89,20,5.3,-2.34,-0.26,-8.49,-36.51,-48.14,-17.18,35,-84.87,10.35,4.87,9.31,False
-516.81,-2.91,20,5.9,-1.68,-2.16,-8.43,-38.76,-28.14,-12.88,190,-94.87,13.55,5.25,,False
-156.81,-5.58,20,5.75,-0.28,2.5,-10.08,-39.66,-48.14,-17.1,350,-39.87,13.9,5.16,,False
-210.81,16.77,2,0.47,-1.18,-7.84,4.83,-21.3,-26.14,-22.52,10,-0.87,0.82,8.2,,True
-279.81,12.78,2,0.89,1.74,-9.54,3.42,-21.39,-22.14,-20.72,4,-2.87,2.04,8.14,,True
-321.81,10.29,2,0.78,3.94,-5.9,1.17,-22.89,-18.14,-20.74,6,-14.87,1.66,8.74,11.68,True
-240.81,9.72,2,0.79,-1.14,-5.52,-0.03,-22.62,-26.14,-20.4,7,-2.87,1.43,8.28,,True
-288.81,12.06,2,0.56,1.32,-15.66,6.69,-22.47,-18.14,-21.12,4,-42.87,1.84,8.37,,False
-294.81,13.8,2,0.34,-0.3,-9.36,6.72,-22.71,-22.14,-22.72,26,-39.87,1.78,8.82,,False
-273.81,8.31,2,0.78,-0.08,-7.28,4.17,-21.78,-26.14,-21.84,29,-40.87,0.81,8.52,11.42,False
-243.81,10.71,2,0.62,-0.74,-7.74,7.98,-21.69,-22.14,-20.96,38,-7.87,1.3,9.16,10.35,False
8.19,-3.54,20,8.1,-1.28,-3.5,-7.74,-37.86,-68.14,-14.72,345,-64.87,6.45,4.39,,True
-336.81,8.07,2,0.93,0.46,-5.72,0,-22.38,-22.14,-21.22,13,-24.87,0.36,8.64,,True
-267.81,7.68,2,0.39,1.2,-6.72,3.36,-22.86,-26.14,-25.7,6,-5.87,0.61,9.71,,True
-258.81,8.16,2,0.67,0.7,-6.32,1.47,-20.94,-22.14,-20.92,13,-19.87,1.15,9.81,9.7,False
-321.81,7.47,2,0.35,2.08,-8.08,3.6,-22.62,-22.14,-22.3,7,-25.87,0.78,8.06,10.38,False
-258.81,7.23,2,0.69,-0.36,-5.56,0.21,-22.62,-22.14,-21.2,1,-9.87,1.55,8.28,,True
-456.81,-0.24,20,5.45,1.06,3.4,-13.59,-48.21,-28.14,-11.72,165,-214.87,8.1,3.44,10.71,False
-246.81,7.47,2,0.65,0.68,-6.2,2.07,-23.55,-26.14,-23.22,65,-46.87,1.07,11.66,12.09,True
-216.81,-3.03,20,6.25,0.22,-2.86,-6.78,-36.51,-48.14,-16.54,160,-99.87,12.8,5.34,,False
-426.81,-4.02,20,10.05,-0.12,-1.56,-14.61,-44.46,-48.14,-12.76,320,-234.87,10.25,4.57,11.58,True
-228.81,10.44,2,0.45,0.68,-7.76,3.63,-21.09,-22.14,-22.66,13,-34.87,1.49,8.4,,False
-411.81,4.8,20,7.15,-2.84,-1.56,-6.81,-37.11,-48.14,-13.86,120,-179.87,14,5.88,8.8,False
-546.81,-5.49,20,6.55,4.88,1.88,-12.42,-42.96,-28.14,-12.02,355,-134.87,8.05,3.46,,False
-276.81,-5.58,20,6.95,-2.28,4.3,-14.4,-44.61,-48.14,-11.12,330,-119.87,13.45,5.39,,True
-546.81,-6.63,20,9.75,1.16,-3.44,-10.68,-41.31,-28.14,-10.7,150,-159.87,12.1,4.15,11.61,True
-261.81,10.02,20,7.1,4.94,-0.44,-11.73,-37.86,-38.14,-15.44,95,-124.87,5.55,6.5,9.93,False
-291.81,10.17,2,0.12,-0.42,-5.88,0.36,-22.77,-22.14,-21.52,5,-21.87,1.64,10.01,,False
-237.81,9.81,2,0.25,-1.24,-9.94,0,-23.73,-22.14,-22.22,20,-21.87,1.84,9.4,,True
-222.81,8.73,2,0.6,3.38,-5.78,0.57,-22.47,-22.14,-22,25,-39.87,1.8,8.99,,True
-315.81,8.7,2,0.49,0.76,-11.3,-0.03,-23.52,-18.14,-20.56,11,-16.87,1.71,11.02,11.31,True
-243.81,12.06,2,0.05,-0.68,-13.94,1.8,-22.65,-26.14,-21.04,21,-10.87,0.58,8.35,10.99,False
-351.81,-6.39,20,7.7,1.58,2.16,-13.71,-42.51,-18.14,-11.88,5,-139.87,8.15,3.48,12.12,True
-330.81,10.74,2,0.14,1.66,-7.14,1.44,-22.95,-22.14,-24.9,6,-3.87,1.78,8.36,,False
-276.81,13.2,2,0.76,-0.22,-6.34,1.47,-23.76,-20.14,-20.48,23,-13.87,0.77,8.07,11.65,True
-291.81,-4.26,20,5.25,2.08,5.06,-16.32,-49.71,-28.14,-10.3,255,-14.87,8.45,3.21,12.42,True
-381.81,-5.82,20,7.3,0.72,2.78,-13.74,-44.91,-28.14,-12.84,335,-159.87,8.6,8.32,,False
-243.81,10.14,2,0.53,0.88,-5.78,1.59,-22.17,-26.14,-24.5,42,1.13,1.89,9.81,,True
-546.81,-2.55,20,5.1,1.32,-0.5,-12.03,-44.91,-28.14,-14.5,345,-129.87,10.55,4.81,,False
-303.81,7.14,2,0.97,0.62,-6.54,10.05,-22.26,-18.14,-20.96,29,-32.87,1.02,9.21,,True
-249.81,14.34,2,0.61,-0.94,-8.56,2.76,-23.07,-26.14,-21.12,5,-19.87,1.94,9.03,12.13,True
-516.81,0.93,20,6.4,0.9,2.82,-12.33,-45.06,-28.14,-11.52,235,-34.87,7.95,5.3,,False
-291.81,8.82,2,0.43,3.04,-7.54,0.24,-23.22,-22.14,-23.74,13,-38.87,0.18,8.06,,False
-366.81,-3.54,20,7.1,0.98,1.5,-4.2,-39.21,-48.14,-14.08,15,-209.87,6.55,5.15,9.57,False
-246.81,10.2,2,0.68,-0.14,-7.34,6.18,-22.74,-22.14,-20.52,31,-37.87,0.67,10.82,10.04,False
-222.81,11.64,2,0.91,-1.7,-10.14,0.54,-21.87,-26.14,-22.6,7,-40.87,1.63,9.33,,True
-225.81,22.53,2,0.42,0.16,-9.74,13.62,-23.7,-26.14,-20.26,25,-12.87,0.23,10.5,,True
-336.81,-4.95,20,6.85,-1.38,-0.42,-2.64,-38.91,-48.14,-12.14,55,-99.87,11.6,5.06,,False
-333.81,13.26,2,0.33,0.52,-5.94,2.34,-22.62,-18.14,-22.92,23,-24.87,1.83,9.06,9.64,False
-318.81,7.38,2,0.3,0.04,-6.72,0.81,-23.73,-16.14,-30.38,0,-41.87,1.71,8.48,10.47,False
-216.81,1.5,20,5.7,0.08,-2.24,-8.88,-39.81,-68.14,-15,375,-239.87,8.65,7.02,,False
-36.81,-0.87,20,9.75,-2.5,-7.4,-13.59,-39.66,-48.14,-14.64,330,-189.87,10.65,3.69,,True
-240.81,8.31,0,0.9,0.3,-5.38,0.72,-22.59,-22.14,-21.9,3,-38.87,0.08,8.29,,True
-225.81,8.82,2,0.81,0.6,-8.9,3.03,-23.43,-22.14,-21.4,33,-7.87,0.3,8.33,,True
-126.81,1.23,20,5.45,-2.52,-5.14,-7.38,-37.11,-48.14,-15.52,60,-164.87,13.35,6.91,,False
-456.81,-3.66,20,6.5,0.88,1.14,-7.74,-39.06,-48.14,-14.32,100,-164.87,8.95,5.49,10.37,False
-327.81,9.33,2,0.92,4.64,-5.64,8.7,-22.32,-22.14,-25.28,9,-34.87,1.38,10.77,,False
-501.81,-0.57,20,5.05,0.7,-1.46,-11.37,-40.41,-48.14,-16.1,215,-109.87,12.4,4.31,,False
-321.81,-4.68,20,7.1,3.1,-2.3,0.09,-37.41,-48.14,-14.6,325,-94.87,8.8,4.43,9.57,False
-279.81,7.56,2,0.44,-0.4,-5.86,2.22,-23.43,-18.14,-20.56,8,-11.87,1.39,7.83,10.87,True
-219.81,9.6,2,1,0.5,-5.78,1.44,-22.68,-26.14,-21.92,3,-40.87,0.32,8.15,10.12,True
-411.81,-3.45,20,5.9,-1.96,-0.58,-3.03,-39.66,-28.14,-13.62,35,-154.87,6.95,4.32,11.26,False
-306.81,-4.02,20,5.55,0.84,3.82,-13.2,-47.91,-28.14,-16.64,230,-109.87,7.4,3.73,10.88,True
-282.81,21.39,2,0.66,0.96,-6.5,2.19,-22.74,-18.14,-20.82,14,-6.87,1.48,8.46,11.16,True
-291.81,13.2,2,0.76,0.58,-7.06,1.62,-23.61,-18.14,-23.3,1,-27.87,1.87,9.35,,True
-219.81,11.1,2,0.63,-0.7,-6.52,0.9,-21.33,-26.14,-22.56,21,-13.87,0.85,11.91,,False
-456.81,-4.05,20,6.3,-2.12,1.26,-6.03,-36.36,-48.14,-13.44,10,-24.87,12.45,5.4,10.51,False
-276.81,13.74,2,0.9,5.26,-7.66,7.65,-21.12,-24.14,-21.24,11,-16.87,1.09,9.31,10.26,False
-303.81,10.59,2,0.51,2.78,-7.46,1.74,-22.35,-22.14,-21.02,3,-23.87,1.09,9.46,,False
-531.81,-8.46,20,7.65,1.52,-0.14,-15.39,-46.41,-48.14,-10.22,365,-144.87,5.9,2.87,9.91,False
-264.81,11.25,2,0.62,1.82,-6,2.64,-21.33,-22.14,-21.26,6,-13.87,0.91,9.23,,False
-36.81,-2.49,20,7.2,-3.84,-1.08,-8.97,-39.06,-48.14,-14.26,180,-219.87,13.5,5.28,8.87,False
-81.81,0.3,20,7.7,-1.2,3.36,-5.97,-44.31,-48.14,-16.82,380,-214.87,9.55,3.44,11.34,True
-297.81,13.23,2,0.96,1.16,-6.04,3.21,-21.48,-22.14,-21.14,21,-33.87,1.62,8.13,,False
-273.81,11.58,2,0.39,-0.1,-6.2,0.24,-23.58,-26.14,-23.28,60,-23.87,1.88,8.81,,True
-270.81,15.12,2,0.23,-0.94,-5.72,0.93,-23.16,-26.14,-23.78,15,-41.87,1.49,8.44,12.08,True
-321.81,12,2,0.36,3.82,-5.68,0.3,-23.58,-22.14,-23.34,35,-34.87,1.57,12.88,11.85,True
-276.81,-5.1,20,9.45,-0.4,3.64,-13.98,-39.81,-48.14,-11.46,100,-134.87,5.75,3.39,,True
-306.81,-6.96,20,9.4,0.26,3.56,-9.81,-42.36,-28.14,-12.2,265,-179.87,9.95,3.7,10.99,True
-96.81,-1.17,20,10.35,-1.98,2.44,-15.72,-41.91,-68.14,-15.54,350,-124.87,6.25,2.74,10.71,True
-243.81,23.01,2,0.88,3.48,-5.78,1.8,-22.53,-26.14,-22.78,27,-30.87,0.2,11.63,11.08,False
-318.81,7.2,2,0.38,4.7,-14.64,8.55,-23.13,-22.14,-20.78,39,-35.87,1.19,8.23,10.77,True
-303.81,9.09,2,0.68,2.2,-5.96,0.57,-20.97,-22.14,-21.8,8,-9.87,2.02,9.57,,False
-225.81,10.02,2,0.71,-0.68,-9.38,1.11,-23.52,-22.14,-20.22,16,-2.87,0.93,8.52,,True
-126.81,-5.16,20,9.05,-0.56,2.66,-12.99,-37.11,-48.14,-14.4,55,-119.87,7.85,5.06,9.84,False
-327.81,9.66,2,0.21,1.74,-8.88,1.41,-22.11,-22.14,-21.12,8,-16.87,1.54,10.73,,False
-366.81,-4.5,20,6.7,1.42,3.04,-13.02,-47.61,-28.14,-12.92,275,-224.87,10.5,4.69,,False
-66.81,-4.11,20,8.7,-3.38,-2.08,-9.93,-38.01,-48.14,-13.74,360,-204.87,14.2,4.78,,False
-279.81,7.56,2,1.02,2,-5.6,0.27,-21.9,-18.14,-23.02,10,-12.87,1.77,10.57,11.42,True
-273.81,8.04,2,0.89,2.64,-5.38,-0.36,-23.19,-26.14,-20.24,45,-7.87,1.56,8.79,,True
-252.81,15.39,2,0.34,1.7,-11.5,4.14,-22.53,-22.14,-23.2,59,-44.87,1.91,10.25,,False
-171.81,-2.7,20,5.35,-1.32,-0.62,-9.06,-39.81,-48.14,-14.4,160,-169.87,14.95,5.04,9.23,False
-531.81,1.2,20,6.5,1.16,-1.36,-6.27,-35.91,-48.14,-17.78,270,-239.87,8.55,5.92,,False
-228.81,7.59,2,0.94,-0.48,-5.7,7.98,-21.48,-26.14,-22.24,32,-11.87,0.23,9.39,,False
-279.81,17.73,2,0.87,6.72,-9.28,0.75,-22.71,-18.14,-21.34,26,-17.87,0.15,8.01,11.22,True
-222.81,7.62,2,0.32,-0.1,-6.74,3.96,-22.59,-26.14,-24.52,12,-2.87,0.81,8.6,12.29,True
-66.81,4.8,20,7.1,-3.24,-2.14,-6.54,-35.16,-48.14,-21.14,165,-189.87,7.45,5.21,9.15,False
-471.81,1.86,20,5.6,2.5,-3.26,-11.1,-36.96,-28.14,-14.56,320,-29.87,6.05,4.81,8.28,False
-246.81,8.07,2,0.47,0.26,-6.6,9.36,-21.54,-22.14,-22.5,3,-36.87,1.68,10.37,,True
-285.81,7.59,0,0.29,1.42,-5.6,2.34,-23.61,-22.14,-20.82,39,-26.87,0.69,7.97,,True
-456.81,6.66,20,7,-1.22,-0.38,-3.12,-41.61,-48.14,-17.9,160,-224.87,10.15,4.92,,False
-261.81,10.74,2,0.09,0.58,-5.6,1.5,-23.01,-22.14,-23.48,7,-5.87,0.78,9.73,10.12,False
-306.81,16.32,2,0.77,-0.48,-6.58,1.47,-21.09,-18.14,-22.42,16,-34.87,2.11,8.79,,False
-216.81,10.14,0,0.1,-0.44,-6.9,3.84,-22.47,-26.14,-22.8,16,-27.87,0.38,8.85,,True
-246.81,15,2,0.86,1.12,-6.62,4.74,-22.53,-22.14,-25.94,52,-17.87,1.24,8.37,12.01,True
-516.81,-3.81,20,8.7,2.58,1.64,-10.41,-39.36,-28.14,-11.98,230,-124.87,13.75,3.32,,False
-231.81,6.57,2,0.53,0.44,-11.92,7.8,-23.49,-22.14,-23.02,3,-5.87,1.39,9.04,12.12,True
-225.81,9.78,2,0.91,-0.12,-7.02,0.75,-23.1,-22.14,-20.36,17,-9.87,1.53,8.28,,True
-321.81,9.06,2,0.52,0.78,-14.44,9.12,-21.54,-22.14,-26.16,7,-30.87,1.32,8.58,10.13,False
-246.81,10.17,2,0.54,-1.02,-8.26,5.79,-23.7,-26.14,-20.04,22,-10.87,0.84,8.03,,True
-294.81,10.8,2,0.26,3,-7.16,0.96,-23.07,-18.14,-22.14,9,-31.87,1.13,9.31,9.5,False
-228.81,14.94,2,0.94,0.3,-8.64,2.55,-21.15,-26.14,-24.94,7,-37.87,1.69,9.18,12.13,True
-255.81,7.5,2,0.04,4.38,-6.44,1.14,-23.04,-26.14,-20.74,48,-32.87,1.32,12.55,10.82,False
-225.81,8.76,2,0.57,-0.62,-6.8,5.49,-22.92,-26.14,-20.54,13,-17.87,0.22,8.89,,True
-336.81,-2.34,20,7.6,4.78,-1.88,-7.62,-36.66,-28.14,-15.34,335,-179.87,5.65,6.12,,False
-486.81,-4.59,20,8.7,1.2,2.22,-12.39,-38.01,-28.14,-18.54,285,-104.87,8.15,4.08,9.29,False
-243.81,14.22,2,0.16,0.86,-9.04,4.47,-23.01,-26.14,-27.9,2,0.13,1.39,14.73,,True
-252.81,21.24,2,0.79,0.96,-9.22,5.1,-21.33,-22.14,-22.48,34,-29.87,1.45,9.29,,False
-291.81,9.96,2,0.4,-0.8,-6.18,2.13,-21.6,-22.14,-21.4,2,-0.87,1.91,10.51,,False
-276.81,14.58,2,0.93,0.44,-9.98,0.03,-22.98,-24.14,-22.46,28,-41.87,1.51,8.3,,True
-288.81,15.66,2,1,0.34,-6.22,4.98,-23.43,-18.14,-21.94,13,-27.87,2.03,7.95,11.03,True
-219.81,8.79,2,0.12,0.5,-6.44,0.69,-23.01,-26.14,-20.92,57,-42.87,1.86,9.13,10.56,False
-261.81,-0.18,20,5.9,-0.98,2.16,-10.92,-36.81,-38.14,-14.96,180,0.13,7.05,5.14,,False
-426.81,0.66,20,6.1,-3.48,0.26,-6.51,-36.51,-28.14,-18.32,65,-144.87,13.2,5.7,,False
-546.81,-2.13,20,6.6,-1.54,1.56,-6.87,-40.41,-48.14,-12.82,100,-189.87,13.65,4.13,10.18,False
-249.81,9.57,2,0.4,-0.44,-6.16,0.84,-23.07,-26.14,-22.12,55,-39.87,0.88,8.84,10.08,False
-291.81,6.69,20,5.8,0.28,1.96,-12.54,-41.31,-28.14,-13.54,95,-74.87,8.15,5.32,,False
-258.81,11.31,2,0.34,-0.46,-7.04,11.46,-22.32,-26.14,-22.32,33,-8.87,0.8,9.14,9.78,False
-234.81,8.19,0,0.16,2.38,-5.8,2.07,-22.83,-22.14,-20.64,52,-11.87,1.52,10.69,,True
-318.81,20.7,2,0.66,0.2,-8.8,21.51,-22.53,-22.14,-21.62,34,-14.87,0.99,8.97,12.85,True
-486.81,-3.9,20,6.05,3.76,1.9,-13.35,-41.31,-28.14,-14.6,350,-59.87,6.5,4.17,10.16,False
-246.81,10.92,2,0.4,2.46,-6.56,5.13,-20.7,-22.14,-23.24,1,-38.87,1.36,9.57,,False
-249.81,8.52,2,0.39,0.04,-5.78,10.35,-21.99,-26.14,-22.06,68,-16.87,1.74,8.23,10.56,False
8.19,-2.82,20,6.15,-0.88,0.36,-10.56,-43.56,-68.14,-14.18,210,-229.87,6.35,3.89,,False
-426.81,-7.59,20,7.1,2.88,2.8,-11.85,-46.41,-48.14,-10.52,360,-199.87,13.1,3.41,,True
-201.81,1.86,20,5.75,-0.14,2.7,-2.01,-38.01,-48.14,-14.2,280,0.13,9,4.29,9.85,False
-411.81,-5.28,20,8.55,0.92,4.48,-9.66,-47.46,-48.14,-10.92,255,-199.87,6.5,3.36,,True
-246.81,10.2,2,0.94,0.26,-5.22,4.89,-23.28,-22.14,-19.86,12,-5.87,0.64,7.94,,True
-306.81,-5.64,20,9.35,-3.3,2.96,-9.27,-36.66,-48.14,-12.98,220,-89.87,14.15,5.07,,True
-141.81,-2.43,20,5.55,-1.68,0.4,-10.2,-37.86,-48.14,-19.02,250,-84.87,13.75,4.62,10.86,False
-36.81,-2.76,20,9.15,-1.3,3.94,-3.12,-40.71,-48.14,-13.72,245,-64.87,9.6,3.11,11.81,True
-222.81,12.39,2,0.95,1.2,-7.08,0.36,-22.05,-22.14,-22.3,30,-36.87,1.69,8.15,,True
-471.81,-1.26,20,5.45,1.38,-0.9,-4.35,-38.01,-28.14,-24.42,125,-139.87,8.25,4.82,,False
-273.81,6.39,0,0.54,-0.3,-5.9,-0.24,-22.68,-22.14,-21.28,7,0.13,0.64,7.95,11.46,True
-246.81,2.97,20,7.4,-2.58,0.36,-11.55,-45.51,-68.14,-12.08,210,-204.87,6.25,7.17,10.94,True
-471.81,-2.73,20,7.1,-0.84,-0.22,-13.14,-40.26,-48.14,-12.18,10,-99.87,9.2,5.7,10.94,True
-231.81,1.44,20,8.1,-1.96,-1.54,-1.59,-34.56,-68.14,-17.2,205,-219.87,13.75,7.3,,False
-171.81,-6.75,20,5.8,-1.96,3.06,-11.37,-44.61,-48.14,-11.86,240,-59.87,7.1,4.69,12.5,True
-291.81,12.42,2,0.27,0.86,-11.1,2.76,-22.5,-18.14,-24.68,7,-25.87,1.76,8.11,,False
-231.81,12.42,2,0.02,2.58,-6.74,0.72,-22.5,-26.14,-21.12,70,-5.87,1.76,8.26,,False
-591.81,-3.39,20,7.3,3.48,4.44,-15.57,-49.71,-28.14,-10.2,200,-154.87,7.1,3.45,,False
-294.81,14.34,2,0.39,0.38,-12.18,0.57,-22.2,-18.14,-22,11,-33.87,1.35,9.15,,False
-216.81,-4.95,20,8.25,1.66,3.66,-12.75,-45.96,-48.14,-10.62,335,-149.87,5.55,2.96,10.75,True
-201.81,1.95,20,5.3,-1.1,2.2,-9.96,-41.01,-48.14,-13.68,275,-134.87,6.5,4.67,,False
-336.81,14.76,2,0.37,1.14,-5.46,3,-23.13,-18.14,-25.82,1,-18.87,1.11,8.56,,True
-279.81,7.32,2,0.79,-0.08,-9.44,-0.09,-23.13,-22.14,-22.88,29,-28.87,0,10.22,11.23,True
-6.81,-6.87,20,6.65,-2.86,4.16,-12.48,-44.46,-68.14,-10.88,370,-39.87,8.65,2.87,,True
-396.81,-1.95,20,9.65,0.22,4.24,-14.13,-40.26,-28.14,-11.06,140,-69.87,5.6,5.65,12.26,True
-336.81,4.41,20,5.7,-1.76,2.28,-12.03,-43.86,-48.14,-12.7,95,-174.87,10.2,3.98,,True
-225.81,9.03,2,0.94,2.38,-8.24,5.64,-21.54,-22.14,-23.98,9,-29.87,1.59,8.5,11.96,True
-531.81,-6.3,20,6.45,0.14,0.78,-14.61,-43.56,-28.14,-15.24,180,-89.87,11.45,4.49,,True
-222.81,12.27,2,0.54,-0.24,-7.04,17.19,-20.85,-22.14,-21.4,22,-37.87,1.53,8.77,,False
-228.81,12.45,2,0.63,0.04,-7.24,0.78,-22.17,-26.14,-24.12,25,-18.87,0.27,8.54,9.91,False
-426.81,-4.26,20,6.8,1.54,2.4,-12.99,-39.66,-28.14,-14.34,70,-54.87,7.2,4.05,,False
-264.81,8.73,2,0.49,-0.2,-5.74,2.34,-22.29,-22.14,-23.22,9,-7.87,1.23,8.15,,False
-336.81,6.99,2,0.99,3.8,-5.66,1.62,-22.5,-18.14,-22.62,1,-31.87,1.55,8.12,,True
-297.81,9.09,2,0.91,2.98,-8.8,6,-22.02,-18.14,-23.84,15,-24.87,1.01,8.46,,False
-261.81,10.2,2,0.35,0.88,-7.8,2.25,-23.19,-26.14,-20.84,6,-6.87,1.04,8.74,10.15,True
-456.81,-4.05,20,9.25,2.12,4,-8.55,-37.41,-48.14,-10.92,365,-59.87,9.85,3.65,10.85,False
-297.81,15.63,2,0.8,1.14,-7.32,9.66,-23.04,-22.14,-20.42,14,-24.87,1.96,9.81,11.15,True
-249.81,7.86,2,0.71,0.44,-12.78,3.27,-23.4,-22.14,-25.48,8,-16.87,0.67,9.02,12.82,True
-51.81,-5.19,20,6.55,-0.44,2.46,-10.41,-40.56,-48.14,-11.18,325,-29.87,13.25,4.61,,True
-336.81,-4.89,20,7,-1.12,2.46,-5.4,-40.56,-28.14,-15.06,235,-179.87,14.9,5.27,,False
-240.81,10.71,2,0.58,-0.86,-7.1,3.66,-22.05,-26.14,-22.82,28,-8.87,1.83,10.43,,True
-186.81,1.17,20,5.6,-3.64,-0.46,-7.65,-35.61,-48.14,-21.48,135,-134.87,13.85,6.66,10.81,False
-249.81,7.86,2,0.56,1.34,-6.88,3.63,-22.62,-22.14,-22.28,65,-25.87,1.41,8.8,,False
-81.81,-3.87,20,7.7,4.64,1.14,-12.3,-36.21,-68.14,-17.96,140,-24.87,5.3,4.5,,True
-243.81,14.88,2,0.93,0.72,-5.98,0.21,-22.41,-26.14,-22.78,13,-41.87,1.15,8.73,11.01,True
-321.81,9.87,2,0.84,2,-6.4,3.57,-23.01,-22.14,-20.3,11,-32.87,0.33,9.47,11.84,True
-258.81,13.17,2,0.39,-0.68,-9.86,7.29,-22.05,-26.14,-21.42,44,-29.87,1.23,8.19,,False
-36.81,-3.57,20,8.5,1.62,-4.52,-8.85,-35.61,-68.14,-14.64,330,-159.87,6.4,5.73,9.21,False
-351.81,4.56,20,6.8,-3.46,-0.6,-9.96,-39.21,-28.14,-18,95,-54.87,13.05,5.16,10.84,True
-258.81,7.5,2,0.59,0.14,-6.6,5.7,-22.2,-26.14,-25.16,10,-21.87,1.11,9.24,11.48,True
-276.81,-8.04,20,5.3,-2.48,3.42,-7.05,-48.36,-28.14,-10.2,35,-104.87,5.8,3.45,11.96,True
-300.81,8.1,2,0.17,0.88,-8.98,0.6,-23.31,-18.14,-22.28,13,-22.87,1.07,8.05,,False
-309.81,16.08,2,0.01,2.12,-11.36,8.79,-22.65,-22.14,-29.32,23,-46.87,1.34,8.59,,False
-486.81,-3.51,20,7.15,0.58,3.36,-13.62,-49.71,-48.14,-10.18,150,-169.87,7.05,3.04,11.29,True
-96.81,2.73,20,8.65,0.88,-7.28,-11.04,-38.76,-48.14,-14.72,365,-219.87,5.7,5.31,,False
-273.81,8.94,2,0.61,0.82,-8.16,1.62,-21.09,-22.14,-22.82,9,-7.87,1.48,10.41,,False
-234.81,12.36,2,0.46,-0.44,-7.28,1.62,-22.26,-22.14,-21.54,50,-24.87,1.47,10,,False
-321.81,-4.44,20,7.45,-3.06,2.32,-10.2,-37.71,-28.14,-17.6,135,-119.87,12.1,5.17,10.04,False
-309.81,6.99,2,0.53,0.14,-7.16,3.3,-23.55,-18.14,-21.98,74,-0.87,1.61,9.1,,True
-312.81,12.93,2,0.51,0.14,-7.64,0.54,-22.11,-22.14,-21.4,13,-26.87,1.1,11.17,,False
-240.81,8.52,2,0.66,0.68,-7.42,6.63,-22.83,-26.14,-21.76,66,-16.87,1.31,11.92,,True
-471.81,-4.14,20,6.85,1.26,1.68,-2.4,-38.31,-48.14,-13.12,270,-59.87,6.7,5.32,10.85,False
38.19,-1.83,20,7.45,0.58,-0.44,-10.38,-43.41,-48.14,-13,350,-194.87,5.55,4.22,,False
-336.81,-1.41,20,5.35,0.58,-6.32,-6.96,-36.51,-28.14,-14.38,100,-74.87,9.85,8.18,9.7,False
-351.81,-4.68,20,5.35,1.06,0.68,-11.97,-43.26,-28.14,-11.98,285,-114.87,6.3,3.82,,False
-285.81,12.72,2,1.01,4.8,-8.92,4.74,-21.24,-22.14,-26.14,1,-32.87,1.54,9.96,,False
-516.81,-3.54,20,5.7,2.94,2.48,-2.01,-44.16,-28.14,-13.3,130,-219.87,9.7,4.18,,False
-306.81,-0.96,20,5.15,6.08,-1.96,-9.84,-41.31,-48.14,-14.26,325,-74.87,7.9,4.41,10.78,False
-273.81,10.74,2,0.83,-0.46,-5.34,0.3,-23.04,-22.14,-21.4,18,-11.87,1.76,12.52,12.35,True
-231.81,-5.55,20,9.5,-1.86,3.22,-12.33,-38.16,-68.14,-14.44,320,0.13,11.65,6.12,,True
-306.81,15.75,2,0.14,1,-9.24,13.35,-23.61,-22.14,-22.58,24,-5.87,1.58,8.45,10.4,True
-324.81,9.18,2,0.39,-0.12,-8.6,4.86,-23.37,-22.14,-26.32,1,-24.87,1.54,8.13,12.46,True
-366.81,3.06,20,6.2,2.56,4.9,-15.51,-49.86,-28.14,-11.46,330,-164.87,15.25,3.5,,True
-264.81,10.29,2,0.43,-1.52,-7.2,1.41,-21.3,-26.14,-25.92,1,-40.87,1.89,8.55,,True
-291.81,7.05,2,0.61,0.3,-6.5,0.87,-22.59,-18.14,-20.8,23,-9.87,1.68,8.4,,True
-282.81,7.89,2,0.15,-0.18,-10.54,5.46,-23.52,-18.14,-21.72,11,-27.87,0.68,9.05,,False
-240.81,19.35,2,0.69,0.38,-5.72,1.5,-22.38,-22.14,-26.12,26,-30.87,0.64,10.79,10.41,False
-51.81,-5.1,20,9.15,1.82,-3.82,-13.86,-36.81,-48.14,-13.24,325,-74.87,6.8,3.42,10.32,False
-66.81,-4.32,20,5.85,-0.04,3.8,-14.37,-43.11,-48.14,-11.76,360,-29.87,9.75,4.02,,True
-441.81,-2.04,20,7.95,-0.52,1.62,-9.69,-41.01,-28.14,-13.02,45,-229.87,11.45,7.87,10.15,False
-237.81,9.45,2,0.07,2.74,-16.16,2.07,-22.83,-22.14,-21.76,7,-9.87,0.01,8.19,,False
-222.81,11.73,2,0.66,1.5,-6.02,1.32,-22.62,-26.14,-20.98,6,-18.87,1.83,8.58,,True
